Date,Source,Site ID,POC,PM2.5,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
10/23/2022,AQS,484530014,1,5.1,ug/m3 LC,21,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
10/24/2022,AQS,484530014,1,10.2,ug/m3 LC,43,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
10/25/2022,AQS,484530014,1,2.6,ug/m3 LC,11,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
10/26/2022,AQS,484530014,1,4.9,ug/m3 LC,20,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
10/27/2022,AQS,484530014,1,6.4,ug/m3 LC,27,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
10/28/2022,AQS,484530014,1,4.8,ug/m3 LC,20,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
10/29/2022,AQS,484530014,1,4.3,ug/m3 LC,18,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
10/30/2022,AQS,484530014,1,5.9,ug/m3 LC,25,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
10/31/2022,AQS,484530014,1,5.9,ug/m3 LC,25,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
11/1/2022,AQS,484530014,1,9.1,ug/m3 LC,38,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
11/2/2022,AQS,484530014,1,10.5,ug/m3 LC,44,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
11/3/2022,AQS,484530014,1,9.2,ug/m3 LC,38,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
11/4/2022,AQS,484530014,1,6.1,ug/m3 LC,25,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
11/5/2022,AQS,484530014,1,5.2,ug/m3 LC,22,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
11/6/2022,AQS,484530014,1,7.7,ug/m3 LC,32,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
11/7/2022,AQS,484530014,1,6.8,ug/m3 LC,28,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
11/8/2022,AQS,484530014,1,5.4,ug/m3 LC,23,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
11/9/2022,AQS,484530014,1,6.8,ug/m3 LC,28,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
11/10/2022,AQS,484530014,1,10.2,ug/m3 LC,43,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
11/11/2022,AQS,484530014,1,4,ug/m3 LC,17,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
11/12/2022,AQS,484530014,1,4.8,ug/m3 LC,20,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
11/13/2022,AQS,484530014,1,5.9,ug/m3 LC,25,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
11/14/2022,AQS,484530014,1,8.1,ug/m3 LC,34,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
11/15/2022,AQS,484530014,1,6.8,ug/m3 LC,28,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
11/16/2022,AQS,484530014,1,8.5,ug/m3 LC,35,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
11/17/2022,AQS,484530014,1,6.9,ug/m3 LC,29,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
11/18/2022,AQS,484530014,1,8.2,ug/m3 LC,34,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
11/19/2022,AQS,484530014,1,6.5,ug/m3 LC,27,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
11/20/2022,AQS,484530014,1,7,ug/m3 LC,29,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
11/21/2022,AQS,484530014,1,9.3,ug/m3 LC,39,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
11/22/2022,AQS,484530014,1,12,ug/m3 LC,50,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
11/23/2022,AQS,484530014,1,11,ug/m3 LC,46,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
11/24/2022,AQS,484530014,1,5.1,ug/m3 LC,21,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
11/25/2022,AQS,484530014,1,4.1,ug/m3 LC,17,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
11/26/2022,AQS,484530014,1,2.7,ug/m3 LC,11,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
11/27/2022,AQS,484530014,1,4.4,ug/m3 LC,18,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
11/28/2022,AQS,484530014,1,6.9,ug/m3 LC,29,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
11/29/2022,AQS,484530014,1,10.7,ug/m3 LC,45,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
11/30/2022,AQS,484530014,1,2.7,ug/m3 LC,11,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
12/1/2022,AQS,484530014,1,8,ug/m3 LC,33,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
12/2/2022,AQS,484530014,1,8,ug/m3 LC,33,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
12/3/2022,AQS,484530014,1,3.8,ug/m3 LC,16,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
12/4/2022,AQS,484530014,1,8.7,ug/m3 LC,36,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
12/5/2022,AQS,484530014,1,10.9,ug/m3 LC,45,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
12/6/2022,AQS,484530014,1,7.9,ug/m3 LC,33,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
12/7/2022,AQS,484530014,1,12.4,ug/m3 LC,52,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
12/8/2022,AQS,484530014,1,13.3,ug/m3 LC,54,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
12/9/2022,AQS,484530014,1,14.5,ug/m3 LC,56,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
12/10/2022,AQS,484530014,1,5.5,ug/m3 LC,23,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
12/11/2022,AQS,484530014,1,4.5,ug/m3 LC,19,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
12/12/2022,AQS,484530014,1,8.2,ug/m3 LC,34,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
12/13/2022,AQS,484530014,1,5.4,ug/m3 LC,23,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
12/14/2022,AQS,484530014,1,2,ug/m3 LC,8,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
12/15/2022,AQS,484530014,1,6.3,ug/m3 LC,26,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
12/16/2022,AQS,484530014,1,6.8,ug/m3 LC,28,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
12/17/2022,AQS,484530014,1,3.6,ug/m3 LC,15,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
12/18/2022,AQS,484530014,1,6.4,ug/m3 LC,27,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
12/19/2022,AQS,484530014,1,7,ug/m3 LC,29,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
12/20/2022,AQS,484530014,1,6.7,ug/m3 LC,28,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
12/21/2022,AQS,484530014,1,12.7,ug/m3 LC,52,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
12/22/2022,AQS,484530014,1,9.4,ug/m3 LC,39,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
12/23/2022,AQS,484530014,1,4.5,ug/m3 LC,19,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
12/24/2022,AQS,484530014,1,7.9,ug/m3 LC,33,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
12/25/2022,AQS,484530014,1,8.8,ug/m3 LC,37,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
12/26/2022,AQS,484530014,1,6.6,ug/m3 LC,28,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
12/27/2022,AQS,484530014,1,4.8,ug/m3 LC,20,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
12/28/2022,AQS,484530014,1,5.9,ug/m3 LC,25,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
12/29/2022,AQS,484530014,1,10.3,ug/m3 LC,43,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
12/30/2022,AQS,484530014,1,4.3,ug/m3 LC,18,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
12/31/2022,AQS,484530014,1,7.2,ug/m3 LC,30,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
1/5/2022,AQS,484530021,2,8.2,ug/m3 LC,34,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
1/29/2022,AQS,484530021,2,6.4,ug/m3 LC,27,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
2/10/2022,AQS,484530021,2,8.6,ug/m3 LC,36,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
3/6/2022,AQS,484530021,2,9.9,ug/m3 LC,41,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
3/18/2022,AQS,484530021,2,8.6,ug/m3 LC,36,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
3/30/2022,AQS,484530021,2,11.9,ug/m3 LC,50,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
4/11/2022,AQS,484530021,2,14.7,ug/m3 LC,56,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
4/23/2022,AQS,484530021,2,9.7,ug/m3 LC,40,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
5/5/2022,AQS,484530021,2,12.7,ug/m3 LC,52,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
5/17/2022,AQS,484530021,2,7.2,ug/m3 LC,30,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
5/29/2022,AQS,484530021,2,12.2,ug/m3 LC,51,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
6/10/2022,AQS,484530021,2,9.9,ug/m3 LC,41,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
6/22/2022,AQS,484530021,2,11.5,ug/m3 LC,48,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
7/4/2022,AQS,484530021,2,8.3,ug/m3 LC,35,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
7/16/2022,AQS,484530021,2,19.4,ug/m3 LC,66,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
7/28/2022,AQS,484530021,2,6.3,ug/m3 LC,26,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
8/9/2022,AQS,484530021,2,5.5,ug/m3 LC,23,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
8/21/2022,AQS,484530021,2,7.3,ug/m3 LC,30,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
9/2/2022,AQS,484530021,2,8,ug/m3 LC,33,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
9/14/2022,AQS,484530021,2,13.5,ug/m3 LC,54,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
10/8/2022,AQS,484530021,2,9.9,ug/m3 LC,41,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
10/20/2022,AQS,484530021,2,7.2,ug/m3 LC,30,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
11/1/2022,AQS,484530021,2,9.3,ug/m3 LC,39,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
11/13/2022,AQS,484530021,2,4.8,ug/m3 LC,20,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
11/25/2022,AQS,484530021,2,3.6,ug/m3 LC,15,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
12/7/2022,AQS,484530021,2,11.6,ug/m3 LC,48,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
12/19/2022,AQS,484530021,2,6.3,ug/m3 LC,26,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
1/1/2022,AQS,484530021,3,11.2,ug/m3 LC,47,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
1/2/2022,AQS,484530021,3,3,ug/m3 LC,13,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
1/3/2022,AQS,484530021,3,8,ug/m3 LC,33,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
1/4/2022,AQS,484530021,3,6.9,ug/m3 LC,29,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
1/5/2022,AQS,484530021,3,7.7,ug/m3 LC,32,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
1/6/2022,AQS,484530021,3,5.7,ug/m3 LC,24,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
1/7/2022,AQS,484530021,3,10.4,ug/m3 LC,43,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
1/8/2022,AQS,484530021,3,13.1,ug/m3 LC,53,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
1/9/2022,AQS,484530021,3,6.3,ug/m3 LC,26,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
1/10/2022,AQS,484530021,3,3.4,ug/m3 LC,14,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
1/11/2022,AQS,484530021,3,4.5,ug/m3 LC,19,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
1/12/2022,AQS,484530021,3,10.7,ug/m3 LC,45,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
1/13/2022,AQS,484530021,3,12.5,ug/m3 LC,52,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
1/14/2022,AQS,484530021,3,9.5,ug/m3 LC,40,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
1/15/2022,AQS,484530021,3,4.3,ug/m3 LC,18,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
1/16/2022,AQS,484530021,3,8.3,ug/m3 LC,35,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
1/17/2022,AQS,484530021,3,13.1,ug/m3 LC,53,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
1/18/2022,AQS,484530021,3,8,ug/m3 LC,33,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
1/19/2022,AQS,484530021,3,7.3,ug/m3 LC,30,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
1/20/2022,AQS,484530021,3,4.2,ug/m3 LC,18,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
1/21/2022,AQS,484530021,3,6.2,ug/m3 LC,26,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
1/22/2022,AQS,484530021,3,13,ug/m3 LC,53,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
1/23/2022,AQS,484530021,3,11.9,ug/m3 LC,50,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
1/24/2022,AQS,484530021,3,7.1,ug/m3 LC,30,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
1/25/2022,AQS,484530021,3,10.5,ug/m3 LC,44,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
1/26/2022,AQS,484530021,3,8.3,ug/m3 LC,35,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
1/27/2022,AQS,484530021,3,8.7,ug/m3 LC,36,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
2/1/2022,AQS,484530021,3,8.1,ug/m3 LC,34,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
2/2/2022,AQS,484530021,3,8.8,ug/m3 LC,37,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
2/3/2022,AQS,484530021,3,2.9,ug/m3 LC,12,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
2/4/2022,AQS,484530021,3,3,ug/m3 LC,13,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
2/5/2022,AQS,484530021,3,5.3,ug/m3 LC,22,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
2/6/2022,AQS,484530021,3,10.7,ug/m3 LC,45,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
2/7/2022,AQS,484530021,3,7.8,ug/m3 LC,33,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
2/8/2022,AQS,484530021,3,7.9,ug/m3 LC,33,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
2/9/2022,AQS,484530021,3,6.5,ug/m3 LC,27,Austin Webberville Rd,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.263204,-97.712891
