Date,Source,Site ID,POC,PM2.5,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
1/1/2022,AQS,484530014,1,10.7,ug/m3 LC,45,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
1/2/2022,AQS,484530014,1,3.6,ug/m3 LC,15,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
1/3/2022,AQS,484530014,1,3.9,ug/m3 LC,16,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
1/4/2022,AQS,484530014,1,4.1,ug/m3 LC,17,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
1/5/2022,AQS,484530014,1,4.3,ug/m3 LC,18,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
1/6/2022,AQS,484530014,1,3.3,ug/m3 LC,14,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
1/7/2022,AQS,484530014,1,10.8,ug/m3 LC,45,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
1/8/2022,AQS,484530014,1,9.7,ug/m3 LC,40,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
1/9/2022,AQS,484530014,1,4.1,ug/m3 LC,17,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
1/10/2022,AQS,484530014,1,1.4,ug/m3 LC,6,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
1/11/2022,AQS,484530014,1,4.8,ug/m3 LC,20,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
1/12/2022,AQS,484530014,1,8.1,ug/m3 LC,34,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
1/13/2022,AQS,484530014,1,4.5,ug/m3 LC,19,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
1/14/2022,AQS,484530014,1,4.5,ug/m3 LC,19,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
1/15/2022,AQS,484530014,1,3.2,ug/m3 LC,13,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
1/16/2022,AQS,484530014,1,3.2,ug/m3 LC,13,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
1/17/2022,AQS,484530014,1,6.3,ug/m3 LC,26,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
1/18/2022,AQS,484530014,1,4.9,ug/m3 LC,20,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
1/19/2022,AQS,484530014,1,5.9,ug/m3 LC,25,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
1/20/2022,AQS,484530014,1,1.9,ug/m3 LC,8,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
1/21/2022,AQS,484530014,1,5.1,ug/m3 LC,21,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
1/22/2022,AQS,484530014,1,10.7,ug/m3 LC,45,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
1/23/2022,AQS,484530014,1,10.5,ug/m3 LC,44,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
1/24/2022,AQS,484530014,1,4,ug/m3 LC,17,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
1/25/2022,AQS,484530014,1,5.4,ug/m3 LC,23,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
1/26/2022,AQS,484530014,1,8.1,ug/m3 LC,34,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
1/27/2022,AQS,484530014,1,8.2,ug/m3 LC,34,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
1/28/2022,AQS,484530014,1,4.7,ug/m3 LC,20,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
1/29/2022,AQS,484530014,1,2,ug/m3 LC,8,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
1/30/2022,AQS,484530014,1,4.2,ug/m3 LC,18,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
1/31/2022,AQS,484530014,1,3.2,ug/m3 LC,13,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
2/1/2022,AQS,484530014,1,4.2,ug/m3 LC,18,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
2/2/2022,AQS,484530014,1,4.8,ug/m3 LC,20,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
2/3/2022,AQS,484530014,1,1.6,ug/m3 LC,7,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
2/4/2022,AQS,484530014,1,2.6,ug/m3 LC,11,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
2/5/2022,AQS,484530014,1,4.7,ug/m3 LC,20,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
2/6/2022,AQS,484530014,1,6.6,ug/m3 LC,28,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
2/7/2022,AQS,484530014,1,4.9,ug/m3 LC,20,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
2/8/2022,AQS,484530014,1,2.6,ug/m3 LC,11,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
2/9/2022,AQS,484530014,1,3.6,ug/m3 LC,15,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
2/10/2022,AQS,484530014,1,4.4,ug/m3 LC,18,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
2/11/2022,AQS,484530014,1,7.1,ug/m3 LC,30,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
2/12/2022,AQS,484530014,1,2.4,ug/m3 LC,10,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
2/13/2022,AQS,484530014,1,2.1,ug/m3 LC,9,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
2/16/2022,AQS,484530014,1,6,ug/m3 LC,25,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
2/17/2022,AQS,484530014,1,5.1,ug/m3 LC,21,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
2/18/2022,AQS,484530014,1,3.6,ug/m3 LC,15,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
2/19/2022,AQS,484530014,1,6.6,ug/m3 LC,28,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
2/20/2022,AQS,484530014,1,4.9,ug/m3 LC,20,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
2/21/2022,AQS,484530014,1,4.9,ug/m3 LC,20,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
2/22/2022,AQS,484530014,1,10.8,ug/m3 LC,45,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
2/23/2022,AQS,484530014,1,4.9,ug/m3 LC,20,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
2/24/2022,AQS,484530014,1,1.8,ug/m3 LC,8,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
2/25/2022,AQS,484530014,1,8.4,ug/m3 LC,35,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
2/26/2022,AQS,484530014,1,10,ug/m3 LC,42,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
2/27/2022,AQS,484530014,1,8.5,ug/m3 LC,35,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
2/28/2022,AQS,484530014,1,5.3,ug/m3 LC,22,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
3/1/2022,AQS,484530014,1,5.2,ug/m3 LC,22,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
3/2/2022,AQS,484530014,1,8.7,ug/m3 LC,36,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
3/3/2022,AQS,484530014,1,6.6,ug/m3 LC,28,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
3/4/2022,AQS,484530014,1,6.2,ug/m3 LC,26,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
3/5/2022,AQS,484530014,1,6.6,ug/m3 LC,28,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
3/6/2022,AQS,484530014,1,9.1,ug/m3 LC,38,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
3/7/2022,AQS,484530014,1,1.7,ug/m3 LC,7,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
3/8/2022,AQS,484530014,1,4,ug/m3 LC,17,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
3/9/2022,AQS,484530014,1,7.6,ug/m3 LC,32,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
3/10/2022,AQS,484530014,1,9.2,ug/m3 LC,38,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
3/11/2022,AQS,484530014,1,6.7,ug/m3 LC,28,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
3/12/2022,AQS,484530014,1,5,ug/m3 LC,21,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
3/13/2022,AQS,484530014,1,5.5,ug/m3 LC,23,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
3/14/2022,AQS,484530014,1,5.2,ug/m3 LC,22,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
3/15/2022,AQS,484530014,1,3.7,ug/m3 LC,15,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
3/16/2022,AQS,484530014,1,7,ug/m3 LC,29,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
3/17/2022,AQS,484530014,1,9.1,ug/m3 LC,38,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
3/18/2022,AQS,484530014,1,4.5,ug/m3 LC,19,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
3/19/2022,AQS,484530014,1,5.3,ug/m3 LC,22,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
3/20/2022,AQS,484530014,1,4.7,ug/m3 LC,20,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
3/21/2022,AQS,484530014,1,4.3,ug/m3 LC,18,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
3/22/2022,AQS,484530014,1,1.8,ug/m3 LC,8,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
3/23/2022,AQS,484530014,1,1.9,ug/m3 LC,8,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
3/24/2022,AQS,484530014,1,2.7,ug/m3 LC,11,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
3/25/2022,AQS,484530014,1,8.6,ug/m3 LC,36,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
3/26/2022,AQS,484530014,1,5.4,ug/m3 LC,23,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
3/27/2022,AQS,484530014,1,3.6,ug/m3 LC,15,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
3/28/2022,AQS,484530014,1,4.2,ug/m3 LC,18,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
3/29/2022,AQS,484530014,1,10.3,ug/m3 LC,43,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
3/30/2022,AQS,484530014,1,11.3,ug/m3 LC,47,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
3/31/2022,AQS,484530014,1,5.4,ug/m3 LC,23,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
4/1/2022,AQS,484530014,1,6.3,ug/m3 LC,26,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
4/2/2022,AQS,484530014,1,6.9,ug/m3 LC,29,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
4/3/2022,AQS,484530014,1,8.2,ug/m3 LC,34,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
4/4/2022,AQS,484530014,1,14.6,ug/m3 LC,56,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
4/5/2022,AQS,484530014,1,16.6,ug/m3 LC,60,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
4/6/2022,AQS,484530014,1,3.4,ug/m3 LC,14,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
4/7/2022,AQS,484530014,1,5.9,ug/m3 LC,25,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
4/8/2022,AQS,484530014,1,6,ug/m3 LC,25,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
4/9/2022,AQS,484530014,1,4.8,ug/m3 LC,20,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
4/10/2022,AQS,484530014,1,8.1,ug/m3 LC,34,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
4/11/2022,AQS,484530014,1,14.6,ug/m3 LC,56,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
4/12/2022,AQS,484530014,1,18.7,ug/m3 LC,65,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
4/13/2022,AQS,484530014,1,12,ug/m3 LC,50,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
4/14/2022,AQS,484530014,1,6.1,ug/m3 LC,25,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
4/15/2022,AQS,484530014,1,11.3,ug/m3 LC,47,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
4/16/2022,AQS,484530014,1,11.3,ug/m3 LC,47,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
4/17/2022,AQS,484530014,1,14.7,ug/m3 LC,56,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
4/18/2022,AQS,484530014,1,8.4,ug/m3 LC,35,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
4/19/2022,AQS,484530014,1,8.3,ug/m3 LC,35,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
4/20/2022,AQS,484530014,1,8.3,ug/m3 LC,35,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
4/21/2022,AQS,484530014,1,11.6,ug/m3 LC,48,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
4/22/2022,AQS,484530014,1,10,ug/m3 LC,42,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
4/23/2022,AQS,484530014,1,8,ug/m3 LC,33,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
4/24/2022,AQS,484530014,1,8.5,ug/m3 LC,35,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
4/25/2022,AQS,484530014,1,3.7,ug/m3 LC,15,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
4/26/2022,AQS,484530014,1,3.6,ug/m3 LC,15,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
4/27/2022,AQS,484530014,1,8,ug/m3 LC,33,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
4/28/2022,AQS,484530014,1,6.2,ug/m3 LC,26,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
4/29/2022,AQS,484530014,1,6,ug/m3 LC,25,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
4/30/2022,AQS,484530014,1,7,ug/m3 LC,29,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
5/1/2022,AQS,484530014,1,8.7,ug/m3 LC,36,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
5/2/2022,AQS,484530014,1,6.5,ug/m3 LC,27,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
5/3/2022,AQS,484530014,1,11.4,ug/m3 LC,48,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
5/4/2022,AQS,484530014,1,10.8,ug/m3 LC,45,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
5/5/2022,AQS,484530014,1,10.7,ug/m3 LC,45,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
5/6/2022,AQS,484530014,1,13.8,ug/m3 LC,55,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
5/7/2022,AQS,484530014,1,19.7,ug/m3 LC,67,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
5/8/2022,AQS,484530014,1,20.3,ug/m3 LC,68,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
5/9/2022,AQS,484530014,1,22,ug/m3 LC,72,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
5/10/2022,AQS,484530014,1,10.4,ug/m3 LC,43,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
5/11/2022,AQS,484530014,1,8.1,ug/m3 LC,34,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
5/12/2022,AQS,484530014,1,7.2,ug/m3 LC,30,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
5/13/2022,AQS,484530014,1,6.5,ug/m3 LC,27,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
5/14/2022,AQS,484530014,1,5.8,ug/m3 LC,24,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
5/15/2022,AQS,484530014,1,5.2,ug/m3 LC,22,Austin North Hills Drive,1,100,88101,PM2.5 - Local Conditions,12420,"Austin-Round Rock, TX",48,Texas,453,Travis,30.354944,-97.761803
